iter	Accuracy	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
609	0.7625512552	0.6729915715	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
610	0.7700770078	0.6729715459	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
611	0.7701270128	0.6729183647	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
612	0.7676017603	0.6728983695	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
613	0.7650765077	0.6728731094	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
614	0.7650765077	0.6728360094	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
615	0.7650765077	0.6727885502	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
616	0.7626012602	0.6727581994	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
617	0.7626012602	0.6727289983	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
618	0.7626012602	0.6727065965	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
619	0.7600760077	0.6726747276	0.7600760077	0.76	0.7582384342	0.76	0.7640905823	0.7676767677	0.7524752475	0.7524752475
620	0.7626012602	0.6726505526	0.7626012602	0.7625	0.7601727648	0.7619047619	0.7680293947	0.7715736041	0.7524752475	0.7524752475
621	0.7600260026	0.6726299129	0.7600260026	0.76	0.7594003792	0.7611940299	0.7613853387	0.765	0.7574257426	0.7574257426
622	0.7625512552	0.6725927259	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
623	0.7650765077	0.672555499	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
624	0.7650265027	0.6724904781	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
625	0.7650265027	0.6724669544	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
626	0.7650265027	0.6724345881	0.7650265027	0.765	0.764402104	0.7661691542	0.7664387658	0.77	0.7623762376	0.7623762376
627	0.7625512552	0.6724092478	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
628	0.7600260026	0.6723749507	0.7600260026	0.76	0.7594003792	0.7611940299	0.7613853387	0.765	0.7574257426	0.7574257426
629	0.7600260026	0.6723531267	0.7600260026	0.76	0.7594003792	0.7611940299	0.7613853387	0.765	0.7574257426	0.7574257426
630	0.7600260026	0.6723432563	0.7600260026	0.76	0.7594003792	0.7611940299	0.7613853387	0.765	0.7574257426	0.7574257426
631	0.7625512552	0.6722861055	0.7625512552	0.7625	0.7613279367	0.7630922693	0.7652705466	0.7688442211	0.7574257426	0.7574257426
632	0.7700770078	0.6722483823	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
633	0.7700770078	0.6722054909	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
634	0.7700770078	0.6721695197	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
635	0.7700770078	0.6721363828	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
636	0.7700770078	0.6720808954	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
637	0.7700770078	0.6720455967	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
638	0.7700770078	0.6720135981	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
639	0.7700770078	0.6719412021	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
640	0.7700770078	0.6719067302	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
641	0.7700770078	0.6718819471	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
642	0.7650765077	0.6717995539	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
643	0.7650765077	0.6717691004	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
644	0.7650765077	0.6717433877	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
645	0.7650765077	0.6717318952	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
646	0.7675517552	0.6717054366	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
647	0.7675517552	0.6716861361	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
648	0.7675517552	0.6716715481	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
649	0.7650765077	0.6716283974	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
650	0.7650765077	0.6716038938	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
651	0.7650765077	0.6715860567	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
652	0.7650765077	0.6715650007	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
653	0.7650765077	0.6715458647	0.7650765077	0.765	0.7632653044	0.765	0.7691956089	0.7727272727	0.7574257426	0.7574257426
654	0.7675517552	0.6715145745	0.7675517552	0.7675	0.7663424547	0.7680798005	0.7703501556	0.7738693467	0.7623762376	0.7623762376
655	0.7676017603	0.6714924162	0.7676017603	0.7675	0.7652125573	0.7669172932	0.7731611419	0.7766497462	0.7574257426	0.7574257426
656	0.7700770078	0.6714662552	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
657	0.7726022603	0.671402865	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
658	0.7726022603	0.671359362	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
659	0.7726022603	0.6713233514	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
660	0.7700770078	0.6712936781	0.7700770078	0.77	0.7682926812	0.77	0.7743016725	0.7777777778	0.7623762376	0.7623762376
661	0.7726022603	0.6712534876	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
662	0.7726022603	0.6712327523	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
663	0.7726022603	0.6712150773	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
664	0.7726022603	0.6712014217	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
665	0.7726022603	0.6711620442	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
666	0.7726522654	0.6711398673	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
667	0.7751275129	0.6711259949	0.7751275129	0.775	0.7722230647	0.7738693467	0.7823275828	0.7857142857	0.7623762376	0.7623762376
668	0.7751275129	0.6711206415	0.7751275129	0.775	0.7722230647	0.7738693467	0.7823275828	0.7857142857	0.7623762376	0.7623762376
669	0.7751275129	0.6711012302	0.7751275129	0.775	0.7722230647	0.7738693467	0.7823275828	0.7857142857	0.7623762376	0.7623762376
670	0.7726022603	0.6710708514	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
671	0.7726022603	0.6710384362	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
672	0.7726022603	0.6710080237	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
673	0.7726022603	0.6709787938	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
674	0.7726022603	0.6709533803	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
675	0.7726022603	0.6709313164	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
676	0.7701270128	0.6709111616	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
677	0.7701270128	0.6709042224	0.7701270128	0.77	0.7671697714	0.7688442211	0.7771677749	0.7806122449	0.7574257426	0.7574257426
678	0.7726022603	0.6708645053	0.7726022603	0.7725	0.7702528591	0.7719298246	0.778293937	0.7817258883	0.7623762376	0.7623762376
679	0.7776527654	0.6708273125	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
680	0.7776527654	0.6708054106	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
681	0.7776527654	0.6707965879	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
682	0.7776527654	0.6707530993	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
683	0.7776527654	0.6706971634	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
684	0.7776527654	0.6706747163	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
685	0.7776527654	0.6706266212	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
686	0.7776527654	0.6705757693	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
687	0.7776527654	0.6705342695	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
688	0.7776527654	0.6705104006	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
689	0.7776527654	0.6704695216	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
690	0.7776527654	0.67045241	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
691	0.7776527654	0.6704210797	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
692	0.7776527654	0.6703909981	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
693	0.7776527654	0.670353961	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
694	0.7751775179	0.6703417995	0.7751775179	0.775	0.7711143903	0.7727272727	0.7853069232	0.7886597938	0.7574257426	0.7574257426
695	0.7751775179	0.6703023776	0.7751775179	0.775	0.7711143903	0.7727272727	0.7853069232	0.7886597938	0.7574257426	0.7574257426
696	0.7751775179	0.6702621364	0.7751775179	0.775	0.7711143903	0.7727272727	0.7853069232	0.7886597938	0.7574257426	0.7574257426
697	0.7751775179	0.6702382476	0.7751775179	0.775	0.7711143903	0.7727272727	0.7853069232	0.7886597938	0.7574257426	0.7574257426
698	0.7751775179	0.6702228197	0.7751775179	0.775	0.7711143903	0.7727272727	0.7853069232	0.7886597938	0.7574257426	0.7574257426
699	0.7726522654	0.6701725376	0.7726522654	0.7725	0.7691370232	0.7707808564	0.7812161501	0.7846153846	0.7574257426	0.7574257426
700	0.7776527654	0.670158597	0.7776527654	0.7775	0.7742033753	0.7758186398	0.7864032565	0.7897435897	0.7623762376	0.7623762376
701	0.780178018	0.6701325006	0.780178018	0.78	0.7761938687	0.7777777778	0.7905216186	0.793814433	0.7623762376	0.7623762376
702	0.780178018	0.6700810146	0.780178018	0.78	0.7761938687	0.7777777778	0.7905216186	0.793814433	0.7623762376	0.7623762376
703	0.780178018	0.6700570689	0.780178018	0.78	0.7761938687	0.7777777778	0.7905216186	0.793814433	0.7623762376	0.7623762376
704	0.780178018	0.670022908	0.780178018	0.78	0.7761938687	0.7777777778	0.7905216186	0.793814433	0.7623762376	0.7623762376
705	0.7777027705	0.6700052264	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
706	0.7777027705	0.6700002692	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
707	0.7777027705	0.6699716156	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
708	0.7777027705	0.66993433	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
709	0.7777027705	0.6699110748	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
710	0.7777027705	0.6698776842	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
711	0.7777027705	0.6698710141	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
712	0.7777027705	0.6698237783	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
713	0.7777027705	0.669794907	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
714	0.7852285231	0.6697482223	0.7852285231	0.785	0.7802057198	0.7817258883	0.7988891186	0.8020833333	0.7623762376	0.7623762376
715	0.7827032705	0.6697183981	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
716	0.7827032705	0.6696621531	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
717	0.7827032705	0.6696413722	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
718	0.7827032705	0.669628506	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
719	0.7827032705	0.6696091697	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
720	0.780228023	0.6695925764	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
721	0.780228023	0.6695828738	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
722	0.7751775179	0.6695269499	0.7751775179	0.775	0.7711143903	0.7727272727	0.7853069232	0.7886597938	0.7574257426	0.7574257426
723	0.7777027705	0.6695034047	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
724	0.7777027705	0.66948687	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
725	0.780228023	0.6694410972	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
726	0.780228023	0.669411877	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
727	0.780228023	0.6693843275	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
728	0.780228023	0.6693709701	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
729	0.780228023	0.6693471362	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
730	0.7827032705	0.6693037233	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
731	0.780228023	0.6692816763	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
732	0.780228023	0.6692474772	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
733	0.7827032705	0.6692302794	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
734	0.780228023	0.6691820223	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
735	0.7777527755	0.6691468729	0.7777527755	0.7775	0.7719892251	0.7735368957	0.7925422625	0.7958115183	0.7524752475	0.7524752475
736	0.780228023	0.6691020743	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
737	0.7827532756	0.6690735588	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
738	0.7802780281	0.669044162	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
739	0.7802780281	0.6690227301	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
740	0.7778027806	0.6690064225	0.7778027806	0.7775	0.7708650236	0.7723785166	0.7957097961	0.7989417989	0.7475247525	0.7475247525
741	0.7778027806	0.6689734214	0.7778027806	0.7775	0.7708650236	0.7723785166	0.7957097961	0.7989417989	0.7475247525	0.7475247525
742	0.7778027806	0.6689480507	0.7778027806	0.7775	0.7708650236	0.7723785166	0.7957097961	0.7989417989	0.7475247525	0.7475247525
743	0.7828032806	0.6689146412	0.7828032806	0.7825	0.776010106	0.7774936061	0.8010646761	0.8042328042	0.7524752475	0.7524752475
744	0.7828032806	0.6688760724	0.7828032806	0.7825	0.776010106	0.7774936061	0.8010646761	0.8042328042	0.7524752475	0.7524752475
745	0.7828032806	0.6688734715	0.7828032806	0.7825	0.776010106	0.7774936061	0.8010646761	0.8042328042	0.7524752475	0.7524752475
746	0.7802780281	0.668838167	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
747	0.7802780281	0.668815848	0.7802780281	0.78	0.7739944435	0.7755102041	0.7967806809	0.8	0.7524752475	0.7524752475
748	0.7827532756	0.6687514834	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
749	0.780228023	0.668728973	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
750	0.780228023	0.6687005416	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
751	0.780228023	0.6686740085	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
752	0.780228023	0.6686309528	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
753	0.780228023	0.6686117177	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
754	0.780228023	0.6685862933	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
755	0.7777027705	0.6685542238	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
756	0.7777027705	0.6685125637	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
757	0.7777027705	0.6684909164	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
758	0.780228023	0.6684456364	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
759	0.780228023	0.6684323337	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
760	0.780228023	0.6684039393	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
761	0.7827032705	0.6683897815	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
762	0.7827032705	0.6683705514	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
763	0.7827032705	0.6683556747	0.7827032705	0.7825	0.7781946237	0.7797468354	0.7946833431	0.7979274611	0.7623762376	0.7623762376
764	0.7777527755	0.6683212952	0.7777527755	0.7775	0.7719892251	0.7735368957	0.7925422625	0.7958115183	0.7524752475	0.7524752475
765	0.775227523	0.668266692	0.775227523	0.775	0.7699943698	0.7715736041	0.7883486974	0.7916666667	0.7524752475	0.7524752475
766	0.7827532756	0.6682279368	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
767	0.7852785281	0.6681791629	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
768	0.780228023	0.6681676185	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
769	0.7827532756	0.6681269978	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
770	0.7777027705	0.6680814956	0.7777027705	0.7775	0.7731019507	0.7746835443	0.7894407639	0.792746114	0.7574257426	0.7574257426
771	0.780228023	0.6680390189	0.780228023	0.78	0.7750997835	0.7766497462	0.7936183557	0.796875	0.7574257426	0.7574257426
772	0.7827532756	0.6680198511	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
773	0.7827532756	0.668009501	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
774	0.7852785281	0.6679801194	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
775	0.7852785281	0.6679450517	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
776	0.7852785281	0.6679368449	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
777	0.7878037807	0.6678700879	0.7878037807	0.7875	0.7811557191	0.7826086957	0.8064206964	0.8095238095	0.7574257426	0.7574257426
778	0.7852785281	0.6678490073	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
779	0.7852785281	0.6678002755	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
780	0.7827532756	0.6677683863	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
781	0.7827532756	0.6677568165	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
782	0.7827532756	0.6677207063	0.7827532756	0.7825	0.7771079686	0.7786259542	0.7978403971	0.8010471204	0.7574257426	0.7574257426
783	0.7852785281	0.6677070186	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
784	0.7852785281	0.6676608528	0.7852785281	0.785	0.7791265866	0.7806122449	0.8021076011	0.8052631579	0.7574257426	0.7574257426
785	0.7877537756	0.6676313826	0.7877537756	0.7875	0.7822272374	0.7837150127	0.8031396481	0.8062827225	0.7623762376	0.7623762376
786	0.7902790282	0.6675878429	0.7902790282	0.79	0.7842592578	0.7857142857	0.8074356499	0.8105263158	0.7623762376	0.7623762376
787	0.7928542858	0.6675725912	0.7928542858	0.7925	0.7852458577	0.7866323907	0.8151875542	0.8181818182	0.7574257426	0.7574257426
788	0.7928542858	0.667543486	0.7928542858	0.7925	0.7852458577	0.7866323907	0.8151875542	0.8181818182	0.7574257426	0.7574257426
789	0.7928542858	0.6675313048	0.7928542858	0.7925	0.7852458577	0.7866323907	0.8151875542	0.8181818182	0.7574257426	0.7574257426
790	0.7928542858	0.6675010545	0.7928542858	0.7925	0.7852458577	0.7866323907	0.8151875542	0.8181818182	0.7574257426	0.7574257426
791	0.7928542858	0.6674725278	0.7928542858	0.7925	0.7852458577	0.7866323907	0.8151875542	0.8181818182	0.7574257426	0.7574257426
792	0.7903790383	0.6674604955	0.7903790383	0.79	0.7821205807	0.7835051546	0.8141975946	0.8172043011	0.7524752475	0.7524752475
793	0.7903790383	0.6674441274	0.7903790383	0.79	0.7821205807	0.7835051546	0.8141975946	0.8172043011	0.7524752475	0.7524752475
794	0.7903790383	0.6673963695	0.7903790383	0.79	0.7821205807	0.7835051546	0.8141975946	0.8172043011	0.7524752475	0.7524752475
795	0.7878537857	0.667374123	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
796	0.7878537857	0.6673612562	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
797	0.7903290332	0.6673178614	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
798	0.7903290332	0.6672969964	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
799	0.7903290332	0.6672736863	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
800	0.7903290332	0.6672478407	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
801	0.7903290332	0.6672320178	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
802	0.7903290332	0.6672116307	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
803	0.7903290332	0.6671640563	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
804	0.7903290332	0.6671307866	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
805	0.7903290332	0.6671087714	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
806	0.7903290332	0.6670819124	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
807	0.7903290332	0.6670661163	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
808	0.7903290332	0.6670233136	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
809	0.7878537857	0.6669882074	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
810	0.7878537857	0.6669629563	0.7878537857	0.7875	0.7800730915	0.7814910026	0.8097723695	0.8128342246	0.7524752475	0.7524752475
811	0.7903290332	0.6669182782	0.7903290332	0.79	0.7831954484	0.7846153846	0.8107804273	0.8138297872	0.7574257426	0.7574257426
